
&quot;141&quot;,&quot;遺&quot;,&quot;イ ユイ&quot;,&quot;bequeath; leave behind; reserve;&quot;,,NULL,&quot;bequeath; leave behind; reserve;&quot;,&quot;i yui&quot;,&quot;2&quot;,&quot;1.0&quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;140&quot;,&quot;医&quot;,&quot;イ&quot;,&quot;いやす いする くすし&quot;,,NULL,&quot;いやす いする くすし&quot;,&quot;i&quot;,&quot;2&quot;,&quot;iyasu isuru kusushi &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;138&quot;,&quot;緯&quot;,&quot;イ&quot;,&quot;よこいと ぬき&quot;,,NULL,&quot;よこいと ぬき&quot;,&quot;i&quot;,&quot;2&quot;,&quot;yokoito nuki &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;139&quot;,&quot;違&quot;,&quot;イ&quot;,&quot;ちがう ちがい ちがえる たがう たがえる&quot;,,NULL,&quot;ちがう ちがい ちがえる たがう たがえる&quot;,&quot;i&quot;,&quot;2&quot;,&quot;chigau chigai chigaeru tagau tagaeru &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;137&quot;,&quot;衣&quot;,&quot;イ エ&quot;,&quot;garment (cloak; scarf)&quot;,,,&quot;ころも きぬ&quot;,&quot;i e&quot;,&quot;2&quot;,&quot;koromo kinu &quot;,&quot;_Top hat. Garment._

At the top we see the _top hat_, and at the bottom a pictographic representation of the folds of a **_garment_.**

?衣装 いしょう costume

?衣 ころも clothes, robe

?浴衣 ゆかた yukata&quot;,NULL,NULL,NULL,NULL,&quot;2z&quot;,&quot;;18;87;&quot;,&quot;0&quot;,,
&quot;136&quot;,&quot;胃&quot;,&quot;イ&quot;,&quot;stomach; paunch; crop; craw;&quot;,,NULL,&quot;stomach; paunch; crop; craw;&quot;,&quot;i&quot;,&quot;2&quot;,&quot;2.0&quot;,&quot;_rice field....meat_

_Rice_ from the _field_ and _meat_ both end up in your **stomach**.&quot;,NULL,NULL,NULL,NULL,,NULL,&quot;0&quot;,&quot;;610;&quot;,NULL
&quot;135&quot;,&quot;維&quot;,&quot;イ&quot;,&quot;fiber; tie; rope;&quot;,,NULL,&quot;fiber; tie; rope;&quot;,&quot;i&quot;,&quot;2&quot;,&quot;1.0&quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;134&quot;,&quot;移&quot;,&quot;イ&quot;,&quot;うつる うつす&quot;,,NULL,&quot;うつる うつす&quot;,&quot;i&quot;,&quot;2&quot;,&quot;utsuru utsusu &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;132&quot;,&quot;易&quot;,&quot;エキ イ&quot;,&quot;やさしい やすい&quot;,,NULL,&quot;やさしい やすい&quot;,&quot;eki i&quot;,&quot;2&quot;,&quot;yasashii yasui &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;133&quot;,&quot;為&quot;,&quot;イ&quot;,&quot;ため なる なす する たり つくる なり&quot;,,NULL,&quot;ため なる なす する たり つくる なり&quot;,&quot;i&quot;,&quot;2&quot;,&quot;tame naru nasu suru tari tsukuru nari &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;131&quot;,&quot;異&quot;,&quot;イ&quot;,&quot;こと ことなる&quot;,,NULL,&quot;こと ことなる&quot;,&quot;i&quot;,&quot;2&quot;,&quot;koto kotonaru &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;130&quot;,&quot;慰&quot;,&quot;イ&quot;,&quot;なぐさめる なぐさむ&quot;,,NULL,&quot;なぐさめる なぐさむ&quot;,&quot;i&quot;,&quot;2&quot;,&quot;nagusameru nagusamu &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;129&quot;,&quot;意&quot;,&quot;イ&quot;,&quot;idea&quot;,&quot;mind; heart; taste; thought; desire; care; liking;&quot;,,,&quot;i&quot;,&quot;2&quot;,&quot;3.0&quot;,&quot;_sound...heart_

The _sound_ of your _heart_ is your **opinion.**

注意 ちゅうい attention, warning

合意 ごうい agreement; consent; mutual understanding (n)

意見 いけん opinion; view (n)

意味 いみ meaning; significance&quot;,NULL,NULL,NULL,NULL,,,&quot;0&quot;,&quot;音心&quot;,
&quot;128&quot;,&quot;尉&quot;,&quot;イ ジョウ&quot;,&quot;military officer; jailer; old man; rank;&quot;,,NULL,&quot;military officer; jailer; old man; rank;&quot;,&quot;i zyou&quot;,&quot;2&quot;,&quot;1.0&quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;127&quot;,&quot;惟&quot;,&quot;イ ユイ&quot;,&quot;おもんみる これ おもうに&quot;,,NULL,&quot;おもんみる これ おもうに&quot;,&quot;i yui&quot;,&quot;2&quot;,&quot;omonmiru kore omouni &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;126&quot;,&quot;委&quot;,&quot;イ&quot;,&quot;ゆだねる&quot;,,NULL,&quot;ゆだねる&quot;,&quot;i&quot;,&quot;2&quot;,&quot;yudaneru &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;125&quot;,&quot;威&quot;,&quot;イ&quot;,&quot;intimidate&quot;,&quot;terrible;majesty&quot;,,&quot;おどす おどし おどかす&quot;,&quot;i&quot;,&quot;2&quot;,&quot;odosu odoshi odokasu &quot;,&quot;_Parade. Women._

The _parade_ of _women_ is **intimidating** to social conservatives.

脅威 きょうい threat; menace (n)

権威 けんい authority; power; influence (n)

球威 きゅうい (pitcher's) stuff (n)

威信 いしん dignity (n)

威嚇 いかく menace; threat; intimidation&quot;,NULL,NULL,NULL,NULL,&quot;¿&quot;,&quot;;129;&quot;,&quot;0&quot;,&quot;女&quot;,
&quot;124&quot;,&quot;囲&quot;,&quot;イ&quot;,&quot;かこむ かこう かこい&quot;,,NULL,&quot;かこむ かこう かこい&quot;,&quot;i&quot;,&quot;2&quot;,&quot;kakomu kakou kakoi &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;123&quot;,&quot;依&quot;,&quot;イ エ&quot;,&quot;よる&quot;,,NULL,&quot;よる&quot;,&quot;i e&quot;,&quot;2&quot;,&quot;yoru &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;122&quot;,&quot;偉&quot;,&quot;イ&quot;,&quot;えらい&quot;,,NULL,&quot;えらい&quot;,&quot;i&quot;,&quot;2&quot;,&quot;erai &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;121&quot;,&quot;位&quot;,&quot;イ&quot;,&quot;くらい ぐらい&quot;,,NULL,&quot;くらい ぐらい&quot;,&quot;i&quot;,&quot;2&quot;,&quot;kurai gurai &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;120&quot;,&quot;以&quot;,&quot;イ&quot;,&quot;もって&quot;,,NULL,&quot;もって&quot;,&quot;i&quot;,&quot;1&quot;,&quot;mote &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;119&quot;,&quot;杏&quot;,&quot;キョウ アン コウ&quot;,&quot;apricot&quot;,,,&quot;あんず&quot;,&quot;kyou an kou&quot;,&quot;1&quot;,&quot;anzu &quot;,&quot;_tree...mouth_

From the _tree_ right into his _mouth_, he caught the falling **apricot.**&quot;,NULL,NULL,NULL,NULL,,NULL,&quot;0&quot;,&quot;木口&quot;,
&quot;118&quot;,&quot;伊&quot;,&quot;イ&quot;,&quot;かれ&quot;,,NULL,&quot;かれ&quot;,&quot;i&quot;,&quot;1&quot;,&quot;kare &quot;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,&quot;0&quot;,NULL,NULL
&quot;117&quot;,&quot;案&quot;,&quot;アン&quot;,&quot;plan&quot;,&quot;guide; idea;usher;design;proposal;well-informed&quot;,,,&quot;an&quot;,&quot;1&quot;,&quot;1.0&quot;,&quot;_House....woman...tree._

In the _house_ a _woman_ stared at the _trees_ in her orchard and **plan**ned how to harvest them.&quot;,NULL,NULL,NULL,NULL,&quot;P&quot;,NULL,&quot;0&quot;,&quot;女木&quot;,
